parent_sku,format,qty_available,highest_bid,least_listing_price,last_bbx_transaction,market_price,has_already_bidded,name,product_url,family_type,maturity,colour,country,region,subregion,grape_varieties,vintage,sweetness,producer,sku,alcohol_percentage,case_size,bottle_volume,bottle_order_unit,bbx_listing_id,bbx_listing_date
20118004817,06-00750,1199,420.0,450,450,445.0,False,"2011 Château Lynch-Bages, Pauillac, Bordeaux",/products-20118004817-2011-chateau-lynch-bages-pauillac-bordeaux,Wines,Ready - youthful,Red,France,Bordeaux,Médoc,"['Cabernet Sauvignon', 'Cabernet Franc', 'Petit Verdot', 'Merlot']",2011,Dry,Château Lynch-Bages,2011-03-01500-00-8004817,['13'],3,150 cl,Magnum,37474,2025-06-28
20118004817,06-01500,1,628.0,0,0,890.0,False,"2011 Château Lynch-Bages, Pauillac, Bordeaux",/products-20118004817-2011-chateau-lynch-bages-pauillac-bordeaux,Wines,Ready - youthful,Red,France,Bordeaux,Médoc,"['Cabernet Sauvignon', 'Cabernet Franc', 'Petit Verdot', 'Merlot']",2011,Dry,Château Lynch-Bages,2011-03-01500-00-8004817,['13'],3,150 cl,Magnum,37474,2025-06-28
20118004817,12-00375,30,325.0,0,355,445.0,False,"2011 Château Lynch-Bages, Pauillac, Bordeaux",/products-20118004817-2011-chateau-lynch-bages-pauillac-bordeaux,Wines,Ready - youthful,Red,France,Bordeaux,Médoc,"['Cabernet Sauvignon', 'Cabernet Franc', 'Petit Verdot', 'Merlot']",2011,Dry,Château Lynch-Bages,2011-03-01500-00-8004817,['13'],3,150 cl,Magnum,37474,2025-06-28
20118004817,12-00750,23,830.0,0,0,890.0,False,"2011 Château Lynch-Bages, Pauillac, Bordeaux",/products-20118004817-2011-chateau-lynch-bages-pauillac-bordeaux,Wines,Ready - youthful,Red,France,Bordeaux,Médoc,"['Cabernet Sauvignon', 'Cabernet Franc', 'Petit Verdot', 'Merlot']",2011,Dry,Château Lynch-Bages,2011-03-01500-00-8004817,['13'],3,150 cl,Magnum,37474,2025-06-28
20118005928,01-06000,6,205.0,380,0,303.33,False,"2011 Château Giscours, Margaux, Bordeaux",/products-20118005928-2011-chateau-giscours-margaux-bordeaux,Wines,Ready - mature,Red,France,Bordeaux,Médoc,"['Cabernet Sauvignon', 'Petit Verdot', 'Merlot']",2011,Dry,Château Giscours,2011-03-01500-00-8005928,['13.5'],3,150 cl,Magnum,37475,2025-06-28
20118005928,03-01500,23,156.0,175,0,227.5,False,"2011 Château Giscours, Margaux, Bordeaux",/products-20118005928-2011-chateau-giscours-margaux-bordeaux,Wines,Ready - mature,Red,France,Bordeaux,Médoc,"['Cabernet Sauvignon', 'Petit Verdot', 'Merlot']",2011,Dry,Château Giscours,2011-03-01500-00-8005928,['13.5'],3,150 cl,Magnum,37475,2025-06-28
20118005928,03-03000,7,360.0,460,0,455.0,False,"2011 Château Giscours, Margaux, Bordeaux",/products-20118005928-2011-chateau-giscours-margaux-bordeaux,Wines,Ready - mature,Red,France,Bordeaux,Médoc,"['Cabernet Sauvignon', 'Petit Verdot', 'Merlot']",2011,Dry,Château Giscours,2011-03-01500-00-8005928,['13.5'],3,150 cl,Magnum,37475,2025-06-28
20118005928,06-00750,180,190.0,225,0,227.5,False,"2011 Château Giscours, Margaux, Bordeaux",/products-20118005928-2011-chateau-giscours-margaux-bordeaux,Wines,Ready - mature,Red,France,Bordeaux,Médoc,"['Cabernet Sauvignon', 'Petit Verdot', 'Merlot']",2011,Dry,Château Giscours,2011-03-01500-00-8005928,['13.5'],3,150 cl,Magnum,37475,2025-06-28
20118005928,06-01500,1,327.0,0,0,455.0,False,"2011 Château Giscours, Margaux, Bordeaux",/products-20118005928-2011-chateau-giscours-margaux-bordeaux,Wines,Ready - mature,Red,France,Bordeaux,Médoc,"['Cabernet Sauvignon', 'Petit Verdot', 'Merlot']",2011,Dry,Château Giscours,2011-03-01500-00-8005928,['13.5'],3,150 cl,Magnum,37475,2025-06-28
20118005928,12-00750,17,346.0,500,0,455.0,False,"2011 Château Giscours, Margaux, Bordeaux",/products-20118005928-2011-chateau-giscours-margaux-bordeaux,Wines,Ready - mature,Red,France,Bordeaux,Médoc,"['Cabernet Sauvignon', 'Petit Verdot', 'Merlot']",2011,Dry,Château Giscours,2011-03-01500-00-8005928,['13.5'],3,150 cl,Magnum,37475,2025-06-28
20118005928,24-00375,6,324.0,0,0,455.0,False,"2011 Château Giscours, Margaux, Bordeaux",/products-20118005928-2011-chateau-giscours-margaux-bordeaux,Wines,Ready - mature,Red,France,Bordeaux,Médoc,"['Cabernet Sauvignon', 'Petit Verdot', 'Merlot']",2011,Dry,Château Giscours,2011-03-01500-00-8005928,['13.5'],3,150 cl,Magnum,37475,2025-06-28
20111453487,12-00750,1,0.0,798,0,798.0,False,"2011 Morey-St Denis, Dujac Fils & Père, Burgundy",/products-20111453487-2011-morey-st-denis-dujac-fils-and-pere-burgundy,Wines,Ready - mature,Red,France,Burgundy,Côte de Nuits,['Pinot Noir'],2011,Dry,Dujac Fils et Père,2011-12-00750-00-1453487,['13'],12,75 cl,Bottle,37481,2025-06-28
20128004309,01-06000,1,980.0,1350,0,1386.67,False,"2012 Château Palmer, Margaux, Bordeaux",/products-20128004309-2012-chateau-palmer-margaux-bordeaux,Wines,Ready - youthful,Red,France,Bordeaux,Médoc,"['Cabernet Sauvignon', 'Merlot', 'Petit Verdot']",2012,Dry,Château Palmer,2012-06-00750-00-8004309,['13.5'],6,75 cl,Bottle,37457,2025-06-28
20128004309,03-00750,99,495.0,620,615,520.0,False,"2012 Château Palmer, Margaux, Bordeaux",/products-20128004309-2012-chateau-palmer-margaux-bordeaux,Wines,Ready - youthful,Red,France,Bordeaux,Médoc,"['Cabernet Sauvignon', 'Merlot', 'Petit Verdot']",2012,Dry,Château Palmer,2012-06-00750-00-8004309,['13.5'],6,75 cl,Bottle,37457,2025-06-28
20128004309,03-01500,18,735.0,0,0,1040.0,False,"2012 Château Palmer, Margaux, Bordeaux",/products-20128004309-2012-chateau-palmer-margaux-bordeaux,Wines,Ready - youthful,Red,France,Bordeaux,Médoc,"['Cabernet Sauvignon', 'Merlot', 'Petit Verdot']",2012,Dry,Château Palmer,2012-06-00750-00-8004309,['13.5'],6,75 cl,Bottle,37457,2025-06-28
20128004309,06-00750,235,915.0,998,915,1040.0,False,"2012 Château Palmer, Margaux, Bordeaux",/products-20128004309-2012-chateau-palmer-margaux-bordeaux,Wines,Ready - youthful,Red,France,Bordeaux,Médoc,"['Cabernet Sauvignon', 'Merlot', 'Petit Verdot']",2012,Dry,Château Palmer,2012-06-00750-00-8004309,['13.5'],6,75 cl,Bottle,37457,2025-06-28
20138004817,01-03000,3,240.0,0,0,280.0,False,"2013 Château Lynch-Bages, Pauillac, Bordeaux",/products-20138004817-2013-chateau-lynch-bages-pauillac-bordeaux,Wines,Ready - youthful,Red,France,Bordeaux,Médoc,"['Cabernet Franc', 'Merlot', 'Petit Verdot', 'Cabernet Sauvignon']",2013,Dry,Château Lynch-Bages,2013-03-01500-00-8004817,['13'],3,150 cl,Magnum,37479,2025-06-28
20138004817,01-06000,9,409.0,0,0,560.0,False,"2013 Château Lynch-Bages, Pauillac, Bordeaux",/products-20138004817-2013-chateau-lynch-bages-pauillac-bordeaux,Wines,Ready - youthful,Red,France,Bordeaux,Médoc,"['Cabernet Franc', 'Merlot', 'Petit Verdot', 'Cabernet Sauvignon']",2013,Dry,Château Lynch-Bages,2013-03-01500-00-8004817,['13'],3,150 cl,Magnum,37479,2025-06-28
20138004817,03-01500,39,307.0,420,0,420.0,False,"2013 Château Lynch-Bages, Pauillac, Bordeaux",/products-20138004817-2013-chateau-lynch-bages-pauillac-bordeaux,Wines,Ready - youthful,Red,France,Bordeaux,Médoc,"['Cabernet Franc', 'Merlot', 'Petit Verdot', 'Cabernet Sauvignon']",2013,Dry,Château Lynch-Bages,2013-03-01500-00-8004817,['13'],3,150 cl,Magnum,37479,2025-06-28
20138004817,06-00750,427,390.0,400,395,420.0,False,"2013 Château Lynch-Bages, Pauillac, Bordeaux",/products-20138004817-2013-chateau-lynch-bages-pauillac-bordeaux,Wines,Ready - youthful,Red,France,Bordeaux,Médoc,"['Cabernet Franc', 'Merlot', 'Petit Verdot', 'Cabernet Sauvignon']",2013,Dry,Château Lynch-Bages,2013-03-01500-00-8004817,['13'],3,150 cl,Magnum,37479,2025-06-28
